movie_id,title,genre,release_date,budget_million_usd,box_office_million_usd,rating
149,Movie_16b393,Drama,1986-12-06,31.39,45.64,9.1
150,Movie_61f795,Action,1986-10-13,24.1,75.57,4.0
151,Movie_f08a2c,Horror,1986-11-27,52.05,30.68,4.3
152,Movie_658ff1,Romance,1986-05-08,38.96,76.38,5.1
153,Movie_d37c2a,Horror,1987-12-14,21.21,36.2,4.9
154,Movie_89dc8e,Romance,1987-08-19,42.8,120.61,5.0
155,Movie_0095ea,Action,1987-07-09,24.17,61.8,7.7
156,Movie_a69129,Action,1987-08-13,44.99,79.49,6.5
157,Movie_5f5575,Action,1987-10-10,26.44,36.42,9.5
158,Movie_d89199,Comedy,1987-05-01,45.82,84.49,5.2
159,Movie_dc27c7,Thriller,1987-04-26,36.54,59.62,5.7
160,Movie_80f9e9,Romance,1987-08-21,78.91,17.64,9.4
161,Movie_ba48fc,Thriller,1987-09-16,29.21,52.84,8.6
162,Movie_0d5a01,Comedy,1987-12-25,35.74,117.93,6.6
163,Movie_86e55d,Comedy,1987-07-17,22.81,85.77,7.1
164,Movie_899a73,Sci-Fi,1987-05-17,30.04,48.63,8.6
165,Movie_5f4b40,Horror,1987-11-14,1.0,5.0,6.6
166,Movie_c613c8,Horror,1987-06-14,36.98,35.03,5.1
167,Movie_fba8e8,Drama,1987-08-13,50.14,17.81,8.6
168,Movie_3e055c,Animation,1987-11-03,35.95,5.0,7.0
169,Movie_0ece96,Comedy,1987-08-22,10.29,83.57,4.8
170,Movie_d62290,Romance,1987-06-21,17.97,61.87,6.8
171,Movie_e0683c,Sci-Fi,1987-06-01,1.0,113.85,6.3
172,Movie_d1f025,Sci-Fi,1987-11-11,44.68,30.07,8.8
173,Movie_20114b,Animation,1987-06-09,14.9,59.93,4.7
174,Movie_56494b,Thriller,1987-04-06,29.57,18.17,8.8
175,Movie_208b38,Animation,1987-08-21,27.69,42.15,6.8
176,Movie_c59538,Animation,1987-06-29,52.32,53.34,6.2
177,Movie_2f6c5a,Animation,1987-04-23,31.28,48.76,4.9
178,Movie_194ca4,Horror,1987-11-14,42.13,61.61,7.9
179,Movie_bb7c51,Comedy,1987-02-21,38.2,89.15,9.1
180,Movie_e0eca1,Drama,1987-09-25,50.39,85.99,6.1
181,Movie_afeb29,Comedy,1987-10-22,26.41,36.92,5.3
182,Movie_58bbf5,Thriller,1988-04-22,58.04,59.09,7.1
183,Movie_2ba285,Action,1988-03-21,1.0,83.82,8.4
184,Movie_3ff34f,Animation,1988-07-05,42.86,91.07,4.0
185,Movie_655369,Comedy,1988-04-22,17.0,40.17,7.5
186,Movie_d4b841,Thriller,1988-01-02,22.61,81.24,7.3
187,Movie_c157f0,Action,1988-05-09,38.54,69.93,5.7
188,Movie_96784f,Action,1988-08-07,38.42,28.02,6.5
189,Movie_47c166,Animation,1988-02-23,39.1,84.0,5.4
190,Movie_2317f7,Drama,1988-12-08,9.21,64.55,8.3
191,Movie_980b20,Romance,1988-08-11,51.74,7.76,7.5
192,Movie_53f455,Horror,1988-08-12,16.49,51.18,6.9
193,Movie_bc3647,Comedy,1988-05-05,18.49,61.2,6.2
194,Movie_2d14c4,Action,1988-05-09,39.57,41.83,5.6
195,Movie_5a8e7c,Comedy,1988-02-22,25.7,96.85,8.5
196,Movie_527c37,Romance,1988-06-20,34.62,97.93,6.5
197,Movie_88791a,Horror,1988-08-05,1.0,48.53,6.8
198,Movie_700e2c,Romance,1988-06-08,34.26,45.23,6.9
199,Movie_05dd2a,Horror,1988-07-16,33.27,56.06,6.5
200,Movie_bf4ad8,Sci-Fi,1988-09-03,22.35,54.0,5.4
201,Movie_770923,Horror,1988-11-19,1.0,42.22,4.7
202,Movie_8f20fa,Animation,1988-07-21,26.81,5.0,4.5
203,Movie_11c99c,Drama,1988-07-02,29.44,112.64,8.2
204,Movie_7e3815,Romance,1989-05-03,24.49,60.01,5.2
205,Movie_289edd,Action,1989-09-12,2.46,54.65,4.3
206,Movie_f630c0,Animation,1989-10-21,53.92,69.76,8.4
207,Movie_639413,Sci-Fi,1989-10-07,20.42,57.6,4.8
208,Movie_25a8b8,Drama,1989-11-21,26.67,47.09,7.4
209,Movie_5792f7,Comedy,1989-04-08,1.0,29.83,5.9
210,Movie_9c8015,Animation,1989-07-17,53.92,5.0,4.7
211,Movie_e8a557,Romance,1989-08-28,23.0,19.37,6.3
212,Movie_695d41,Thriller,1989-05-24,31.48,26.5,4.1
213,Movie_bba6c3,Thriller,1989-04-07,46.81,79.53,8.6
214,Movie_961f56,Action,1989-07-20,19.86,81.74,6.8
215,Movie_be8148,Horror,1989-05-04,44.45,33.55,4.8
216,Movie_ac8496,Action,1989-07-06,1.0,5.0,5.3
217,Movie_5802d6,Thriller,1989-11-22,38.26,60.27,6.5
218,Movie_d438a3,Comedy,1989-12-15,53.58,47.35,5.0
219,Movie_345656,Sci-Fi,1989-09-16,21.29,46.61,5.5
220,Movie_992169,Sci-Fi,1989-05-28,46.78,88.68,6.9
221,Movie_dfa81d,Romance,1989-09-09,57.51,64.16,8.6
222,Movie_33d9fe,Sci-Fi,1989-12-12,26.18,30.71,6.2
223,Movie_33fc46,Romance,1989-05-27,24.94,23.81,7.9
224,Movie_7ec317,Animation,1989-05-28,16.53,52.12,8.8
225,Movie_7a1b7b,Romance,1989-12-18,22.35,32.81,5.2
226,Movie_6fd2fb,Animation,1989-07-18,17.77,57.83,8.4
227,Movie_d88a5e,Romance,1989-11-04,16.51,90.78,8.2
228,Movie_f03b93,Thriller,1989-05-08,47.98,18.61,6.0
229,Movie_6bdd57,Thriller,1989-02-08,18.15,62.63,9.4
230,Movie_85a507,Horror,1989-12-04,33.88,87.45,5.4
231,Movie_0290be,Animation,1989-12-26,30.57,57.41,5.4
232,Movie_4b1601,Drama,1989-05-09,52.47,81.65,8.2
233,Movie_3ed79d,Animation,1989-09-24,22.45,51.38,6.4
234,Movie_34cbf8,Romance,1989-05-31,35.72,65.12,5.8
235,Movie_bec01c,Romance,1989-10-25,41.87,73.22,5.0
236,Movie_050f32,Drama,1989-04-09,52.35,42.84,8.2
237,Movie_25ad04,Action,1990-04-22,22.23,119.72,8.3
238,Movie_6cd54f,Romance,1990-03-01,20.73,77.33,7.1
239,Movie_8b3d55,Horror,1990-01-02,14.07,99.09,9.3
240,Movie_921896,Sci-Fi,1990-10-31,63.54,92.13,5.7
241,Movie_29bdba,Sci-Fi,1990-09-11,50.77,69.82,5.2
242,Movie_9c1c85,Comedy,1990-05-20,29.37,101.57,7.7
243,Movie_3c97bf,Comedy,1990-02-06,58.97,65.64,8.2
244,Movie_adf17a,Sci-Fi,1990-06-09,28.47,38.11,5.2
245,Movie_3c820f,Sci-Fi,1990-01-09,40.87,60.44,4.4
246,Movie_9a1ca3,Thriller,1990-08-21,30.15,29.81,8.5
247,Movie_3adf09,Horror,1990-04-09,35.97,5.0,9.4
248,Movie_f2eaee,Drama,1990-05-27,34.38,34.42,7.5
249,Movie_4964b0,Comedy,1990-10-31,23.63,62.19,5.5
250,Movie_0d5d48,Thriller,1990-07-27,46.39,91.86,9.5
251,Movie_efe970,Thriller,1990-05-11,40.74,34.33,8.9
252,Movie_386f24,Drama,1990-06-01,45.42,90.3,6.8
253,Movie_3c6a9c,Thriller,1990-02-23,34.8,23.68,8.5
254,Movie_471896,Animation,1990-04-30,16.4,32.41,8.5
255,Movie_081f62,Horror,1990-06-10,55.64,103.47,9.1
256,Movie_6317cd,Sci-Fi,1990-04-26,26.06,61.43,8.6
257,Movie_696244,Romance,1990-03-16,35.46,54.79,7.5
258,Movie_e9d098,Drama,1990-04-23,39.53,67.06,7.4
259,Movie_a0cb00,Sci-Fi,1990-04-14,35.36,23.81,6.6
260,Movie_0409ee,Sci-Fi,1990-12-06,43.73,50.07,7.4
261,Movie_ddaefe,Action,1990-09-11,46.1,60.08,8.4
262,Movie_ff7690,Animation,1990-08-15,26.63,96.94,9.3
263,Movie_c23003,Drama,1990-04-22,54.38,9.89,6.6
264,Movie_4dbee7,Thriller,1990-04-09,26.0,112.89,7.2
265,Movie_5570db,Romance,1990-06-02,35.05,56.26,6.4
266,Movie_fa0921,Drama,1990-12-15,24.18,26.68,7.7
267,Movie_a96513,Thriller,1990-12-04,19.9,21.25,7.5
268,Movie_540123,Sci-Fi,1991-07-13,45.66,68.19,4.1
269,Movie_5120f3,Romance,1991-11-06,76.83,19.58,7.0
270,Movie_e5938e,Thriller,1991-06-12,24.57,43.2,4.5
271,Movie_d4df02,Horror,1991-07-27,48.23,52.5,4.1
272,Movie_85b487,Thriller,1991-06-18,25.11,94.31,8.4
273,Movie_bae48d,Action,1991-06-10,29.84,90.55,5.4
274,Movie_e7eba7,Animation,1991-03-09,56.36,40.71,5.9
275,Movie_10140c,Sci-Fi,1991-10-16,13.9,53.62,4.4
276,Movie_f6a773,Thriller,1991-10-04,9.93,12.14,5.0
277,Movie_28cee6,Animation,1991-10-31,28.69,5.0,8.2
278,Movie_a020c3,Comedy,1991-05-15,39.95,23.13,6.7
279,Movie_2bb363,Comedy,1991-07-14,36.95,93.69,8.8
280,Movie_d1bc61,Animation,1991-05-08,35.41,83.4,6.2
281,Movie_256307,Animation,1991-02-02,30.51,71.5,5.5
282,Movie_f6d83f,Action,1991-06-25,41.8,16.27,5.9
283,Movie_52e9ae,Horror,1991-01-22,1.0,38.65,7.9
284,Movie_5578c1,Sci-Fi,1991-08-26,18.74,34.27,7.1
285,Movie_c64ad2,Drama,1991-06-07,28.6,55.02,9.0
286,Movie_858990,Action,1991-02-07,40.57,53.13,7.3
287,Movie_87f740,Horror,1991-08-18,52.35,29.94,6.7
288,Movie_a22344,Animation,1991-12-31,16.72,70.48,8.3
289,Movie_d7d924,Drama,1991-02-20,51.86,66.87,9.2
290,Movie_5abec6,Animation,1991-09-21,23.21,38.14,6.0
291,Movie_6777d2,Animation,1991-10-10,28.05,69.13,5.4
292,Movie_34dafb,Comedy,1991-01-27,38.72,93.73,7.4
293,Movie_366e1c,Comedy,1991-08-14,26.95,102.84,6.7
294,Movie_f8e709,Drama,1991-10-04,46.65,74.72,9.4
295,Movie_b6cef4,Action,1991-10-13,23.93,73.84,6.5
296,Movie_7d8779,Comedy,1991-04-07,24.16,52.8,4.4
297,Movie_14ab57,Sci-Fi,1991-10-11,45.78,90.89,9.4
298,Movie_a01154,Animation,1991-11-13,18.55,27.89,8.6
299,Movie_c7bcee,Romance,1991-10-31,33.73,87.42,5.0
300,Movie_3beb40,Thriller,1991-05-27,5.09,51.37,9.0
301,Movie_02bcf3,Drama,1992-01-17,57.29,104.73,5.9
302,Movie_846878,Drama,1992-06-20,48.1,77.65,6.1
303,Movie_6505fc,Comedy,1992-08-07,71.25,57.96,9.0
304,Movie_0c242d,Action,1992-06-06,50.08,52.91,6.9
305,Movie_154e4a,Animation,1992-02-15,13.06,75.77,4.8
306,Movie_5855dd,Sci-Fi,1992-01-06,40.03,74.31,6.0
307,Movie_e351f1,Action,1992-04-08,16.23,48.05,8.0
308,Movie_45e4de,Horror,1992-08-20,53.67,62.76,5.0
309,Movie_55c39c,Horror,1992-02-06,13.48,86.89,7.2
310,Movie_01861a,Romance,1992-10-06,12.76,19.1,7.8
311,Movie_30048d,Comedy,1992-12-14,5.85,81.78,5.9
312,Movie_3fc050,Comedy,1992-10-28,22.67,75.64,7.8
313,Movie_251b19,Comedy,1992-06-29,19.66,95.6,8.9
314,Movie_ba30d5,Romance,1992-04-04,11.08,38.53,6.6
315,Movie_17f65c,Horror,1992-04-08,59.85,60.17,6.1
316,Movie_08e33c,Action,1992-07-06,37.95,66.15,5.4
317,Movie_c1fa24,Romance,1992-04-25,36.18,82.16,7.3
318,Movie_43376c,Romance,1992-07-09,53.84,72.87,8.8
319,Movie_d77d92,Action,1992-09-09,33.84,22.81,5.8
320,Movie_072c59,Comedy,1992-06-09,18.77,68.73,6.2
321,Movie_ad460d,Sci-Fi,1992-09-12,4.5,120.13,6.2
322,Movie_cadb8b,Action,1992-11-18,17.92,78.35,7.1
323,Movie_fc7733,Horror,1992-05-07,52.58,109.14,5.3
324,Movie_9e222a,Drama,1992-01-18,11.17,91.29,8.5
325,Movie_923fe3,Animation,1992-10-07,35.3,100.87,5.6
326,Movie_f130ea,Drama,1992-08-10,45.51,69.3,7.9
327,Movie_699172,Thriller,1992-02-23,34.28,75.66,6.8
328,Movie_9ae32d,Thriller,1992-02-27,35.98,67.67,7.2
329,Movie_3aa128,Romance,1992-11-18,39.83,60.13,5.0
330,Movie_efb090,Animation,1992-12-25,35.69,82.27,8.0
331,Movie_fa0102,Drama,1992-06-22,54.14,44.37,5.0
332,Movie_1cf9d0,Sci-Fi,1992-10-06,14.4,116.56,4.6
333,Movie_aa277b,Comedy,1992-04-23,33.61,32.16,7.0
334,Movie_b22267,Horror,1992-10-14,2.73,84.34,7.9
335,Movie_badd34,Thriller,1992-12-07,1.0,101.36,4.3
336,Movie_a9afb5,Sci-Fi,1992-05-30,28.77,54.7,4.4
337,Movie_b8a758,Horror,1992-05-06,38.15,26.61,8.4
338,Movie_c0c3ab,Horror,1992-06-03,54.46,94.67,8.4
339,Movie_7e10ad,Comedy,1992-09-29,66.3,66.1,5.3
340,Movie_776f12,Animation,1992-04-13,49.8,84.4,7.4
341,Movie_f87159,Romance,1992-10-25,40.91,56.72,6.4
342,Movie_c7e99a,Drama,1992-09-02,32.4,111.96,7.5
343,Movie_904c89,Comedy,1992-06-24,7.03,5.0,8.7
344,Movie_925542,Sci-Fi,1992-02-08,27.81,71.29,4.4
345,Movie_38dbbb,Romance,1992-06-18,49.36,100.25,8.3
346,Movie_8ead41,Sci-Fi,1993-09-04,43.47,63.16,6.7
347,Movie_53a365,Romance,1993-01-26,10.7,69.07,7.1
348,Movie_615294,Animation,1993-12-21,39.21,46.98,7.6
349,Movie_c9f3cd,Thriller,1993-11-02,37.93,60.62,9.1
350,Movie_722f45,Sci-Fi,1993-01-13,35.25,9.84,4.3
351,Movie_bbb27f,Comedy,1993-11-12,29.58,38.45,4.2
352,Movie_5237be,Romance,1993-11-09,39.98,36.4,5.0
353,Movie_833ba7,Romance,1993-02-05,40.46,80.07,9.4
354,Movie_4f4c0d,Horror,1993-06-22,20.38,42.86,7.9
355,Movie_61ddd3,Horror,1993-01-20,36.83,43.73,7.4
356,Movie_6e8441,Action,1993-11-17,27.16,48.66,4.3
357,Movie_59278d,Sci-Fi,1993-09-21,7.69,37.54,8.8
358,Movie_904685,Horror,1993-05-22,21.58,68.07,8.5
359,Movie_0b1d9e,Action,1993-05-23,6.54,71.33,7.7
360,Movie_df34b7,Thriller,1993-04-02,44.7,84.75,5.9
361,Movie_85f68b,Thriller,1993-12-20,35.34,79.58,4.4
362,Movie_ed5dbd,Horror,1993-11-18,24.67,76.58,7.2
363,Movie_517bac,Sci-Fi,1993-10-15,51.31,50.13,8.0
364,Movie_aec6c5,Romance,1993-08-03,31.02,48.21,4.5
365,Movie_61861c,Drama,1993-12-08,8.53,33.86,7.5
366,Movie_9665ce,Animation,1993-02-20,23.41,33.32,5.6
367,Movie_e0ff74,Sci-Fi,1993-06-02,54.49,65.83,8.2
368,Movie_4ec2a4,Animation,1993-07-05,19.96,38.42,7.0
369,Movie_a2eff7,Comedy,1993-03-04,34.13,104.05,4.7
370,Movie_5eba87,Thriller,1993-07-09,41.16,58.87,6.9
371,Movie_e3e615,Horror,1993-05-05,38.85,105.04,6.2
372,Movie_c8526b,Horror,1993-05-30,66.74,77.15,5.0
373,Movie_e18005,Animation,1993-11-10,12.36,36.68,8.6
374,Movie_024592,Romance,1993-02-27,13.85,58.14,4.1
375,Movie_877c6f,Animation,1993-12-08,12.6,9.8,5.7
376,Movie_e6ecef,Comedy,1993-11-01,25.56,65.71,4.1
377,Movie_182b33,Romance,1993-06-29,46.49,39.43,4.5
378,Movie_a89f88,Comedy,1993-06-19,14.52,26.6,5.6
379,Movie_7c2bb9,Drama,1993-11-22,46.7,105.66,4.3
380,Movie_04cbae,Thriller,1993-09-28,30.53,90.92,7.3
381,Movie_4ea401,Horror,1993-02-23,13.37,90.09,4.5
382,Movie_5364af,Horror,1993-04-11,3.73,83.46,7.9
383,Movie_c966ab,Drama,1993-09-21,7.09,22.95,4.3
384,Movie_38f4f3,Action,1993-02-22,20.01,47.99,4.3
385,Movie_8ea84d,Thriller,1993-03-01,27.46,49.81,5.7
386,Movie_7e79ac,Romance,1993-04-18,50.19,8.71,8.9
387,Movie_aea34a,Drama,1994-12-31,41.99,43.29,7.5
388,Movie_4e3248,Romance,1994-12-16,17.42,43.62,8.2
389,Movie_f43e8b,Animation,1994-02-16,36.13,63.78,4.8
390,Movie_d37a99,Sci-Fi,1994-12-21,54.77,135.97,8.6
391,Movie_243ed5,Horror,1994-11-07,58.11,59.37,4.0
392,Movie_f42d93,Romance,1994-11-04,25.28,63.8,5.2
393,Movie_e274cd,Comedy,1994-05-24,44.37,52.49,7.4
394,Movie_888a86,Romance,1994-09-26,50.85,82.13,6.1
395,Movie_2265f4,Sci-Fi,1994-05-04,7.39,27.78,9.4
396,Movie_688000,Thriller,1994-04-16,22.31,116.88,4.2
397,Movie_73ebdd,Horror,1994-06-07,63.3,56.28,9.5
398,Movie_25b366,Animation,1994-05-27,25.48,48.14,7.4
399,Movie_f1ecf7,Drama,1994-05-25,1.0,89.1,7.1
400,Movie_1051bd,Animation,1994-04-30,28.19,33.27,4.3
